municipality_code,year,population
45207,2005,22118
45207,2010,20453
45208,2000,35381
45208,2005,34087
45208,2010,32614
45209,2000,24906
45209,2005,23079
45209,2010,21606
45341,2000,24056
45341,2005,24545
45341,2010,24800
45361,2000,11254
45361,2005,10623
45361,2010,10000
45382,2000,22367
45382,2005,21692
45382,2010,20909
45383,2000,7596
45383,2005,7478
45383,2010,7224
45401,2000,22748
45401,2005,22522
45401,2010,21733
45402,2000,19058
45402,2005,18608
45402,2010,18092
45403,2000,1480
45403,2005,1307
45403,2010,1241
45404,2000,5759
45404,2005,5531
45404,2010,5177
45405,2000,17630
45405,2005,17323
45405,2010,17009
45406,2000,12321
45406,2005,11811
45406,2010,11137
45421,2000,19287
45421,2005,19207
45421,2010,18854
45429,2000,2402
45429,2005,2119
45429,2010,1882
45430,2000,3769
45430,2005,3478
45430,2010,3092
45431,2010,6248
45441,2000,15843
45441,2005,14778
45441,2010,13723
45442,2000,5445
45442,2005,5031
45442,2010,4463
45443,2000,5079
45443,2005,4812
45443,2010,4427
46000,2000,1786194
46000,2005,1753179
46000,2010,1706242
46201,2000,552098
46201,2005,604367
46201,2010,605846
46203,2000,81084
46203,2005,81471
46203,2010,105070
46204,2000,26317
46204,2005,25150
46204,2010,23638
46206,2000,26270
46206,2005,25072
46206,2010,23154
46208,2000,39708
46208,2005,39155
46208,2010,55621
46210,2000,30640
46210,2005,29649
46210,2010,44396
46213,2000,18866
46213,2005,18198
46213,2010,16951
46214,2000,20107
46214,2005,18928
46214,2010,17248
46215,2005,102370
46215,2010,99589
46216,2005,52411
46216,2010,50822
46217,2005,42287
46217,2010,39221
46218,2010,127487
46219,2010,31144
46220,2010,38704
46221,2010,33034
46222,2010,46121
46223,2010,39065
46224,2010,29304
46225,2010,74809
46303,2000,500
46303,2005,462
46303,2010,418
46304,2000,756
46304,2005,673
46304,2010,657
46392,2005,25688
46392,2010,24109
46404,2000,5215
46404,2005,5003
46404,2010,11105
46452,2005,12566
46452,2010,11595
46468,2000,16018
46468,2005,15303
46468,2010,14215
46482,2000,7530
46482,2005,7122
46482,2010,6802
46490,2005,10015
46490,2010,8987
46491,2005,9897
46491,2010,8815
46492,2005,18307
46492,2010,17160
46501,2000,9675
46501,2005,9194
46501,2010,8696
46502,2000,7154
46502,2005,6751
46502,2010,6218
46505,2010,13589
46523,2000,2104
46523,2005,2013
46523,2010,1765
46524,2000,2243
46524,2005,2048
46524,2010,1932
46525,2000,11649
46525,2005,10782
46525,2010,9874
46527,2000,6002
46527,2005,6002
46527,2010,6078
46529,2000,9041
46529,2005,8572
46529,2010,8169
46530,2000,13127
46530,2005,12892
46530,2010,12090
46531,2000,7212
46531,2005,7020
46531,2010,6653
46532,2000,7769
46532,2005,7255
46532,2010,6844
46533,2000,7736
46533,2005,7436
46533,2010,7114
46534,2000,7435
46534,2005,7115
46534,2010,6806
46535,2000,6099
46535,2005,5731
46535,2010,5327
47000,2000,1318220
47000,2005,1361594
47000,2010,1392818
47201,2000,301032
47201,2005,312393
47201,2010,315954
47205,2000,86744
47205,2005,89769
47205,2010,91928
47207,2000,43302
47207,2005,45183
47207,2010,46922
47208,2000,102734
47208,2005,106049
47208,2010,110351
47209,2000,56606
47209,2005,59463
47209,2010,60231
47210,2000,54974
47210,2005,55816
47210,2010,57320
47211,2000,119686
47211,2005,126400
47211,2010,130249
47212,2005,52516
47212,2010,57261
47213,2005,113535
47213,2010,116979
47214,2005,53493
47214,2010,52039
47215,2010,39758
47301,2000,5825
47301,2005,5546
47301,2010,5188
47302,2000,3281
47302,2005,3371
47302,2010,3221
47303,2000,1867
47303,2005,1825
47303,2010,1794
47306,2000,9492
47306,2005,9476
47306,2010,9257
47308,2000,14522
47308,2005,14383
47308,2010,13870
47311,2000,9064
47311,2005,9635
47311,2010,10144
47313,2000,4749
47313,2005,5042
47313,2010,5331
47314,2000,10106
47314,2005,10619
47314,2010,11066
47315,2000,5112
47315,2005,5110
47315,2010,4737
47324,2000,36115
47324,2005,37306
47324,2010,38200
47325,2000,13661
47325,2005,13629
47325,2010,13827
47326,2000,25554
47326,2005,26848
47326,2010,27264
47327,2000,15745
47327,2005,15790
47327,2010,15951
47328,2000,14987
47328,2005,15798
47328,2010,17680
47329,2000,32777
47329,2005,33733
47329,2010,34766
47348,2000,15109
47348,2005,15343
47348,2010,16318
47350,2000,32099
47350,2005,33537
47350,2010,35244
47353,2000,730
47353,2005,790
47353,2010,760
47354,2000,1026
47354,2005,1077
47354,2010,865
47355,2000,960
47355,2005,936
47355,2010,863
47356,2000,523
47356,2005,531
47356,2010,452
47357,2000,1445
47357,2005,1448
47357,2010,1442
47358,2000,671
47358,2005,588
47358,2010,665
47359,2000,1530
47359,2005,1547
47359,2010,1385
47360,2000,1897
47360,2005,1762
47360,2010,1589
47361,2005,9177
47361,2010,8519
47362,2010,26681
47375,2000,1338
47375,2005,1370
47375,2010,1231
47381,2000,3551
47381,2005,4192
47381,2010,3859
47382,2000,1852
47382,2005,1796
47382,2010,1657
