municipality_code,used_apartment_median_price_man_yen,used_apartment_sample_size,used_apartment_median_unit_price_yen,used_apartment_avg_building_age,emergency_shelter_count,emergency_shelter_official_link,population_2025_estimated,population_2050_estimated,population_change_2025_2050_pct,medical_facility_count,medical_hospital_count,medical_clinic_count,childcare_facility_count,kindergarten_count,nursery_count,reinfolib_loaded_at,reinfolib_source_url
20000,2600,285,355555,21.5,711,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.1033,138.0717&z=12",627558,521496,-16.9,279,18,152,,,,2026-05-28T06:34:30.136908+00:00,https://www.reinfolib.mlit.go.jp/
20201,2400,89,333333,20.4,927,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.644,138.1018&z=12",553571,440120,-20.49,349,17,194,67,14,53,2026-05-28T06:36:10.612147+00:00,https://www.reinfolib.mlit.go.jp/
20202,2300,68,330952,20.6,861,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.2015,137.8141&z=12",531210,441696,-16.85,131,5,80,21,1,20,2026-05-28T06:37:53.607208+00:00,https://www.reinfolib.mlit.go.jp/
20203,2700,21,355555,17.3,891,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.3835,138.2419&z=12",528806,425845,-19.47,222,12,122,53,13,40,2026-05-28T06:39:50.137335+00:00,https://www.reinfolib.mlit.go.jp/
20204,2000,1,250000,17,711,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.0792,138.048&z=12",627558,521496,-16.9,259,14,139,20,4,16,2026-05-28T06:41:34.016667+00:00,https://www.reinfolib.mlit.go.jp/
20205,2350,2,276470,15,506,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.4398,137.9135&z=12",150227,113427,-24.5,123,6,72,31,0,31,2026-05-28T06:43:02.793712+00:00,https://www.reinfolib.mlit.go.jp/
20206,2800,9,284210,17.8,708,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.029,138.1136&z=12",426566,342686,-19.66,235,11,125,16,1,15,2026-05-28T06:44:38.881069+00:00,https://www.reinfolib.mlit.go.jp/
20207,,0,,,516,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.61,138.3488&z=12",463742,363055,-21.71,105,5,67,23,4,19,2026-05-28T06:46:08.721450+00:00,https://www.reinfolib.mlit.go.jp/
20208,,0,,,671,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.3391,138.435&z=12",419600,342088,-18.47,183,10,111,15,4,11,2026-05-28T06:47:55.157958+00:00,https://www.reinfolib.mlit.go.jp/
20209,,0,,,503,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.7908,138.074&z=12",299439,243055,-18.83,108,5,66,18,1,17,2026-05-28T06:49:24.183831+00:00,https://www.reinfolib.mlit.go.jp/
20210,,0,,,833,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=35.7277,137.9478&z=12",271835,214230,-21.19,72,3,45,13,3,10,2026-05-28T06:50:54.457124+00:00,https://www.reinfolib.mlit.go.jp/
20211,,0,,,606,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.7695,138.3471&z=12",446223,345885,-22.49,104,5,66,13,1,12,2026-05-28T06:52:24.829636+00:00,https://www.reinfolib.mlit.go.jp/
20212,,0,,,432,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.5056,137.7815&z=12",96375,70439,-26.91,50,2,34,12,1,11,2026-05-28T06:53:46.488197+00:00,https://www.reinfolib.mlit.go.jp/
20213,,0,,,592,"https://disaportal.gsi.go.jp/hazardmap/maps/index.html?ll=36.913,138.3841&z=12",230233,154327,-32.97,31,1,22,9,1,8,2026-05-28T06:55:14.767852+00:00,https://www.reinfolib.mlit.go.jp/
